"Step","a3c_runseed=4 - training/episode/length","a3c_runseed=4 - training/episode/length__MIN","a3c_runseed=4 - training/episode/length__MAX","a3c_runseed=3 - training/episode/length","a3c_runseed=3 - training/episode/length__MIN","a3c_runseed=3 - training/episode/length__MAX","a3c_runseed=2 - training/episode/length","a3c_runseed=2 - training/episode/length__MIN","a3c_runseed=2 - training/episode/length__MAX","a3c_runseed=1 - training/episode/length","a3c_runseed=1 - training/episode/length__MIN","a3c_runseed=1 - training/episode/length__MAX","a3c_runseed=0 - training/episode/length","a3c_runseed=0 - training/episode/length__MIN","a3c_runseed=0 - training/episode/length__MAX"
"24456128","","","","","","","200","200","200","","","","","",""
"24456192","","","","","","","681","681","681","","","","","",""
"24456320","","","","","","","","","","669","669","669","","",""
"24456640","","","","","","","","","","","","","403","403","403"
"24456704","142","142","142","","","","","","","","","","","",""
"24456768","","","","","","","453","453","453","","","","","",""
"24456832","","","","","","","","","","612","612","612","","",""
"24456896","165","165","165","","","","","","","","","","","",""
"24457408","306","306","306","","","","","","","","","","","",""
"24457856","698","698","698","561","561","561","","","","530","530","530","163","163","163"
"24457984","687","687","687","","","","","","","","","","","",""
"24458048","458","458","458","","","","","","","","","","","",""
"24458176","","","","409","409","409","","","","","","","","",""
"24458240","","","","549","549","549","","","","","","","","",""
"24458368","225","225","225","","","","","","","","","","","",""
"24458496","","","","454","454","454","","","","","","","","",""
"24458624","","","","93","93","93","","","","","","","","",""
"24458752","146","146","146","","","","","","","","","","","",""
"24458944","747","747","747","","","","","","","","","","","",""
"24459008","","","","194","194","194","","","","","","","","",""
"24459200","","","","","","","","","","","","","230","230","230"
"24459520","","","","330","330","330","","","","","","","","",""
"24459648","","","","","","","","","","288","288","288","","",""
"24459968","","","","","","","","","","","","","565","565","565"
"24460480","","","","","","","184","184","184","","","","","",""
"24460544","141","141","141","","","","","","","","","","","",""
"24460736","","","","506","506","506","","","","","","","","",""
"24461312","","","","","","","","","","","","","1878","1878","1878"
"24461440","240","240","240","","","","117","117","117","","","","","",""
"24461824","","","","","","","","","","","","","466","466","466"
"24462080","","","","","","","","","","","","","1822","1822","1822"
"24462528","","","","","","","168","168","168","","","","","",""
"24462592","","","","","","","","","","1868","1868","1868","","",""
"24462784","","","","","","","479","479","479","","","","","",""
"24463424","","","","","","","","","","","","","335","335","335"
"24463616","135","135","135","","","","","","","","","","","",""
"24464256","","","","","","","","","","","","","559","559","559"
"24464704","","","","","","","478","478","478","","","","","",""
"24465216","187","187","187","","","","","","","","","","","",""
"24465344","","","","","","","","","","1214","1214","1214","","",""
"24465472","","","","476","476","476","","","","","","","","",""
"24465600","383","383","383","","","","","","","","","","","",""
"24465792","","","","","","","","","","771","771","771","","",""
"24466048","111","111","111","","","","","","","","","","","",""
"24467136","268","268","268","","","","","","","","","","","",""
"24467264","","","","","","","91","91","91","","","","","",""
"24467584","","","","","","","","","","1796","1796","1796","","",""
"24468096","","","","","","","962","962","962","","","","","",""
"24468224","","","","","","","","","","566","566","566","","",""
"24468416","","","","160","160","160","","","","","","","","",""
"24468480","","","","","","","292","292","292","","","","","",""
"24468672","","","","","","","","","","","","","2831","2831","2831"
"24468736","","","","247","247","247","","","","","","","1044","1044","1044"
"24468928","365","365","365","","","","","","","","","","","",""
"24469504","425","425","425","336","336","336","","","","","","","","",""
"24469632","443","443","443","","","","","","","","","","","",""
"24470144","","","","331","331","331","","","","","","","","",""
"24470528","","","","960","960","960","","","","","","","","",""
"24470656","","","","","","","","","","451","451","451","","",""
"24470720","","","","","","","381","381","381","","","","","",""
"24470976","","","","1314","1314","1314","","","","","","","","",""
"24471040","","","","","","","","","","","","","921","921","921"
"24471168","","","","","","","639","639","639","","","","","",""
"24471424","","","","","","","436","436","436","","","","","",""
"24471488","","","","114","114","114","","","","","","","","",""
"24471872","256","256","256","","","","","","","","","","","",""
"24471936","","","","525","525","525","","","","","","","","",""
"24472000","","","","","","","","","","","","","668","668","668"
"24472128","","","","","","","451","451","451","","","","","",""
"24472448","","","","","","","572","572","572","","","","","",""
"24472640","313","313","313","","","","313","313","313","","","","739","739","739"
"24473152","","","","","","","386","386","386","","","","","",""
"24473280","443","443","443","","","","","","","","","","","",""
"24473408","","","","","","","","","","267","267","267","","",""
"24473600","","","","549","549","549","","","","","","","","",""
"24473728","","","","","","","","","","1032","1032","1032","","",""
"24473792","","","","","","","418","418","418","","","","","",""
"24474048","","","","","","","","","","","","","779","779","779"
"24474240","","","","","","","","","","689","689","689","","",""
"24474432","","","","568","568","568","","","","","","","","",""
"24475200","","","","","","","283","283","283","","","","","",""
"24475456","","","","","","","","","","991","991","991","","",""
"24475648","276","276","276","476","476","476","162","162","162","","","","","",""
"24475904","","","","","","","","","","","","","286","286","286"
"24476096","","","","","","","","","","687","687","687","","",""
"24476160","","","","","","","229","229","229","","","","","",""
"24476480","","","","","","","","","","","","","376","376","376"
"24476672","467","467","467","","","","","","","","","","","",""
"24476736","","","","979","979","979","","","","","","","","",""
"24476800","","","","","","","","","","","","","921","921","921"
"24477056","240","240","240","","","","","","","","","","","",""
"24477568","","","","","","","","","","","","","1166","1166","1166"
"24477632","","","","","","","746","746","746","","","","","",""
"24478400","","","","617","617","617","","","","1163","1163","1163","","",""
"24478784","","","","","","","424","424","424","","","","","",""
"24478848","","","","","","","","","","260","260","260","","",""
"24479168","348","348","348","","","","","","","","","","","",""
"24479232","","","","","","","","","","468","468","468","","",""
"24479744","169","169","169","","","","","","","","","","","",""
"24479936","","","","","","","","","","","","","381","381","381"
"24480192","","","","","","","","","","81","81","81","","",""
"24480448","760","760","760","","","","","","","","","","","",""
"24480512","","","","","","","","","","","","","634","634","634"
"24480768","","","","","","","","","","1012","1012","1012","","",""
"24481088","","","","","","","","","","195","195","195","","",""
"24481856","","","","","","","734","734","734","","","","","",""
"24482240","","","","","","","","","","353","353","353","","",""
"24482496","426","426","426","","","","","","","","","","","",""
"24483008","","","","286","286","286","","","","","","","","",""
"24483648","282","282","282","","","","","","","","","","","",""
"24483904","442","442","442","","","","","","","","","","","",""
"24483968","","","","401","401","401","","","","","","","564","564","564"
"24484032","","","","","","","467","467","467","","","","","",""
"24484160","","","","511","511","511","","","","","","","","",""
"24484352","","","","","","","","","","","","","1009","1009","1009"
"24484672","","","","358","358","358","","","","","","","","",""
"24484736","224","224","224","","","","","","","","","","","",""
"24484992","","","","","","","115","115","115","","","","","",""
"24485952","","","","","","","","","","183","183","183","","",""
"24486016","","","","","","","255","255","255","","","","","",""
"24486592","","","","","","","587","587","587","","","","","",""
"24486976","696","696","696","","","","","","","","","","","",""
"24487232","","","","","","","386","386","386","","","","","",""
"24487680","","","","","","","434","434","434","","","","","",""
"24487872","","","","","","","","","","","","","522","522","522"
"24488640","","","","","","","542","542","542","","","","","",""
"24488704","204","204","204","","","","","","","","","","","",""
"24488768","","","","","","","","","","","","","714","714","714"
"24489088","","","","","","","79","79","79","","","","","",""
"24489408","365","365","365","","","","244","244","244","","","","","",""
"24489792","","","","","","","","","","329","329","329","","",""
"24489920","","","","","","","","","","","","","439","439","439"
"24490176","286","286","286","1110","1110","1110","","","","","","","","",""
"24490624","","","","","","","","","","532","532","532","479","479","479"
"24490816","","","","489","489","489","","","","","","","","",""
"24490944","224","224","224","","","","","","","","","","","",""
"24491008","","","","","","","","","","","","","1323","1323","1323"
"24491072","115","115","115","","","","","","","251","251","251","","",""
"24491136","","","","514","514","514","","","","","","","","",""
"24491264","119","119","119","","","","","","","","","","","",""
"24491392","139","139","139","","","","","","","","","","","",""
"24491456","446","446","446","","","","","","","","","","","",""
"24491520","","","","263","263","263","","","","","","","","",""
"24491712","","","","272","272","272","","","","","","","","",""
"24492160","","","","","","","","","","359","359","359","","",""
"24492224","161","161","161","","","","","","","","","","","",""
"24492288","","","","","","","","","","338","338","338","","",""
"24492480","","","","","","","","","","1438","1438","1438","","",""
"24492608","","","","566","566","566","","","","","","","","",""
"24492992","","","","","","","192","192","192","","","","","",""
"24493120","","","","305","305","305","","","","","","","","",""
"24493440","","","","","","","1976","1976","1976","","","","","",""
"24493888","","","","","","","188","188","188","","","","","",""
"24494016","","","","","","","","","","597","597","597","","",""
"24494144","","","","557","557","557","","","","","","","","",""
"24494208","","","","157","157","157","","","","","","","","",""
"24494272","","","","","","","","","","824","824","824","","",""
"24494336","455","455","455","","","","","","","","","","","",""
"24494400","","","","","","","410","410","410","","","","","",""
"24494784","","","","","","","719","719","719","","","","","",""
"24494976","","","","","","","478","478","478","463","463","463","","",""
"24495552","","","","","","","","","","","","","244","244","244"
"24495680","136","136","136","","","","","","","","","","","",""
"24495808","","","","","","","266","266","266","","","","","",""
"24496000","373","373","373","203","203","203","","","","","","","","",""
"24496256","448","448","448","","","","","","","","","","","",""
"24497024","","","","","","","476","476","476","","","","","",""
"24497216","","","","","","","166","166","166","","","","","",""
"24497600","","","","","","","","","","83","83","83","","",""
"24497728","329","329","329","","","","","","","","","","","",""
"24497792","702","702","702","","","","","","","59","59","59","","",""
"24498112","2626","2626","2626","939","939","939","","","","","","","","",""
"24498176","","","","","","","","","","","","","1390","1390","1390"
"24499008","454","454","454","","","","","","","","","","","",""
"24499584","","","","","","","","","","103","103","103","","",""
"24499776","196","196","196","","","","","","","","","","","",""
"24499840","","","","","","","","","","327","327","327","","",""
"24500160","239","239","239","","","","","","","","","","","",""
"24500352","","","","1158","1158","1158","","","","","","","","",""
"24500480","","","","","","","","","","","","","325","325","325"
"24500608","","","","","","","521","521","521","","","","","",""
"24500672","","","","261","261","261","","","","","","","","",""
"24500992","155","155","155","","","","","","","","","","","",""
"24501248","","","","","","","281","281","281","","","","224","224","224"
"24501440","","","","","","","","","","806","806","806","","",""
"24501824","","","","428","428","428","","","","","","","","",""
"24502016","","","","","","","","","","97","97","97","","",""
"24502208","","","","","","","","","","","","","901","901","901"
"24502272","","","","","","","","","","","","","525","525","525"
"24502400","","","","521","521","521","","","","","","","","",""
"24502656","","","","","","","271","271","271","","","","","",""
"24502976","","","","","","","","","","732","732","732","","",""
"24503104","","","","","","","380","380","380","","","","","",""
"24503360","","","","546","546","546","","","","","","","","",""
"24503488","293","293","293","","","","","","","","","","","",""
"24503616","222","222","222","","","","","","","","","","","",""
"24503680","","","","614","614","614","","","","","","","","",""
"24503936","","","","","","","","","","","","","675","675","675"
"24504704","","","","212","212","212","","","","","","","","",""
"24504832","","","","","","","","","","","","","785","785","785"
"24505216","","","","","","","327","327","327","","","","","",""
"24505472","","","","412","412","412","","","","356","356","356","","",""
"24506048","","","","","","","","","","281","281","281","","",""
"24507200","","","","335","335","335","","","","","","","","",""
"24507520","","","","","","","","","","","","","243","243","243"
"24507584","303","303","303","","","","","","","","","","","",""
"24507712","254","254","254","918","918","918","","","","","","","","",""
"24507968","","","","","","","","","","203","203","203","","",""
"24508096","","","","","","","","","","","","","477","477","477"
"24508160","","","","645","645","645","","","","","","","","",""
"24509056","","","","","","","307","307","307","","","","","",""
"24509120","316","316","316","","","","","","","","","","","",""
"24509184","","","","","","","","","","","","","688","688","688"
"24509248","1990","1990","1990","","","","","","","","","","","",""
"24509312","","","","206","206","206","","","","","","","","",""
"24509440","","","","","","","","","","812","812","812","","",""
"24509568","","","","","","","","","","","","","651","651","651"
"24509632","209","209","209","","","","","","","","","","","",""
"24510016","","","","","","","","","","2576","2576","2576","","",""
"24510336","325","325","325","","","","","","","","","","","",""
"24510976","","","","463","463","463","","","","","","","","",""
"24511104","203","203","203","","","","","","","","","","","",""
"24511488","496","496","496","","","","","","","","","","","",""
"24511744","","","","","","","","","","","","","297","297","297"
"24511936","","","","","","","405","405","405","","","","","",""
"24512000","","","","","","","149","149","149","","","","","",""
"24512384","","","","653","653","653","","","","134","134","134","","",""
"24512896","144","144","144","","","","","","","","","","","",""
"24512960","","","","282","282","282","","","","","","","","",""
"24513536","","","","","","","483","483","483","","","","","",""
"24514048","788","788","788","","","","322","322","322","","","","","",""
"24514560","","","","","","","","","","243","243","243","","",""
"24514880","114","114","114","","","","","","","303","303","303","","",""
"24515008","","","","","","","460","460","460","","","","","",""
"24515584","","","","","","","","","","1726","1726","1726","","",""
"24515712","650","650","650","","","","","","","","","","","",""
"24515904","","","","","","","","","","","","","227","227","227"
"24516160","","","","","","","","","","","","","497","497","497"
"24516736","","","","204","204","204","","","","","","","","",""
"24516800","","","","","","","","","","","","","512","512","512"
"24516864","","","","","","","","","","353","353","353","","",""
"24516992","","","","","","","712","712","712","","","","","",""
"24517248","225","225","225","","","","215","215","215","","","","","",""
"24517760","276","276","276","","","","","","","","","","","",""
"24518080","140","140","140","","","","","","","","","","","",""
"24518144","","","","","","","","","","503","503","503","","",""
"24518272","618","618","618","","","","","","","","","","","",""
"24518720","","","","379","379","379","","","","","","","999","999","999"
"24518784","","","","","","","","","","","","","440","440","440"
"24518976","450","450","450","","","","","","","","","","","",""
"24519232","","","","","","","","","","","","","1046","1046","1046"
"24519424","128","128","128","","","","","","","","","","","",""
"24519488","","","","","","","","","","367","367","367","","",""
"24519552","1152","1152","1152","","","","","","","","","","","",""
"24520128","","","","","","","","","","","","","1285","1285","1285"
"24520192","195","195","195","","","","","","","","","","","",""
"24520256","","","","","","","282","282","282","","","","","",""
"24520448","","","","","","","358","358","358","","","","","",""
"24520768","","","","","","","159","159","159","","","","","",""
"24520896","","","","","","","","","","","","","2105","2105","2105"
"24521088","","","","184","184","184","","","","","","","","",""
"24521344","","","","","","","","","","","","","786","786","786"
"24521536","","","","","","","294","294","294","","","","","",""
"24521600","","","","","","","","","","","","","1571","1571","1571"
"24522432","","","","","","","","","","473","473","473","","",""
"24522688","","","","","","","","","","","","","171","171","171"
"24522816","","","","154","154","154","","","","","","","","",""
"24522880","","","","","","","607","607","607","","","","","",""
"24523072","","","","","","","216","216","216","","","","","",""
"24523264","","","","","","","1105","1105","1105","","","","","",""
"24523904","508","508","508","","","","","","","","","","","",""
"24524160","","","","407","407","407","","","","","","","","",""
"24524224","","","","","","","","","","","","","867","867","867"
"24524352","506","506","506","","","","","","","","","","","",""
"24524928","","","","","","","830","830","830","","","","","",""
"24524992","246","246","246","","","","","","","","","","","",""
"24525440","","","","681","681","681","","","","","","","","",""
"24525760","","","","","","","354","354","354","","","","","",""
"24525952","","","","","","","326","326","326","","","","","",""
"24526016","765","765","765","","","","","","","","","","","",""
"24526080","","","","515","515","515","","","","","","","","",""
"24526208","94","94","94","","","","","","","","","","","",""
"24526464","","","","","","","","","","109","109","109","","",""
"24526528","","","","","","","520","520","520","","","","","",""
"24526592","","","","1657","1657","1657","","","","","","","","",""
"24526784","318","318","318","","","","","","","","","","","",""
"24527040","","","","","","","","","","","","","144","144","144"
"24527360","","","","","","","","","","234","234","234","","",""
"24527616","","","","","","","","","","","","","1348","1348","1348"
"24527680","500","500","500","","","","","","","920","920","920","","",""
"24528512","","","","","","","","","","","","","449","449","449"
"24528896","","","","","","","432","432","432","","","","","",""
"24529216","326","326","326","","","","354","354","354","","","","449","449","449"
"24529344","471","471","471","","","","","","","","","","","",""
"24529600","","","","","","","","","","368","368","368","","",""
"24529664","","","","","","","","","","","","","470","470","470"
"24529792","","","","","","","","","","1264","1264","1264","","",""
"24529856","","","","","","","130","130","130","","","","","",""
"24529920","","","","","","","248","248","248","1585","1585","1585","","",""
"24530112","","","","","","","722","722","722","","","","","",""
"24530240","","","","","","","","","","","","","501","501","501"
"24530368","","","","607","607","607","","","","","","","","",""
"24530496","","","","","","","","","","892","892","892","","",""
"24530560","207","207","207","148","148","148","163","163","163","530","530","530","","",""
"24531200","210","210","210","","","","","","","","","","","",""
"24531392","475","475","475","","","","","","","821","821","821","","",""
"24531712","","","","","","","544","544","544","","","","","",""
"24531840","","","","","","","","","","","","","436","436","436"
"24531904","","","","","","","","","","1085","1085","1085","","",""
"24532032","","","","","","","","","","","","","526","526","526"
"24532096","","","","","","","182","182","182","","","","","",""
"24532160","394","394","394","","","","","","","","","","","",""
"24532288","448","448","448","","","","","","","","","","","",""
"24532480","","","","651","651","651","","","","","","","","",""
"24532800","","","","","","","","","","356","356","356","355","355","355"
"24533504","171","171","171","","","","","","","","","","","",""
"24533824","133","133","133","","","","","","","","","","","",""
"24534080","536","536","536","","","","","","","","","","","",""
"24534464","384","384","384","","","","153","153","153","","","","","",""
"24534912","","","","","","","","","","545","545","545","","",""
"24535616","","","","","","","","","","143","143","143","","",""
"24536064","","","","533","533","533","","","","","","","","",""
"24536320","","","","","","","333","333","333","","","","","",""
"24536576","","","","","","","","","","","","","271","271","271"
"24536960","","","","","","","","","","","","","594","594","594"
"24537024","405","405","405","","","","","","","","","","","",""
"24537472","303","303","303","","","","","","","","","","","",""
"24537664","","","","","","","","","","111","111","111","","",""
"24537728","","","","1490","1490","1490","","","","","","","","",""
"24538048","","","","","","","","","","","","","548","548","548"
"24538240","","","","","","","","","","687","687","687","","",""
"24538432","","","","","","","","","","1089","1089","1089","","",""
"24538880","","","","","","","401","401","401","","","","","",""
"24539328","","","","322","322","322","","","","","","","","",""
"24539584","","","","","","","","","","","","","1929","1929","1929"
"24540288","","","","","","","345","345","345","","","","","",""
"24540544","","","","","","","","","","","","","381","381","381"
"24540608","","","","","","","178","178","178","","","","","",""
"24541312","1262","1262","1262","","","","","","","","","","","",""
"24541504","242","242","242","","","","","","","","","","","",""
"24541568","","","","740","740","740","","","","","","","","",""
"24541888","","","","834","834","834","","","","","","","","",""
"24542080","","","","","","","147","147","147","","","","","",""
"24542464","358","358","358","","","","","","","","","","","",""
"24542656","1052","1052","1052","","","","","","","","","","","",""
"24542848","287","287","287","","","","","","","","","","1307","1307","1307"
"24542912","","","","558","558","558","","","","","","","","",""
"24543360","","","","","","","415","415","415","","","","","",""
"24543424","","","","","","","597","597","597","","","","","",""
"24543552","","","","","","","","","","79","79","79","","",""
"24543808","","","","","","","","","","","","","2070","2070","2070"
"24544320","","","","","","","","","","","","","220","220","220"
"24544384","281","281","281","","","","","","","","","","","",""
"24544576","","","","","","","","","","1337","1337","1337","","",""
"24544640","","","","","","","","","","","","","319","319","319"
"24544704","308","308","308","","","","","","","","","","","",""
"24545344","","","","226","226","226","","","","","","","","",""
"24545984","140","140","140","","","","","","","","","","","",""
"24546240","","","","133","133","133","320","320","320","","","","","",""
"24546432","","","","","","","","","","249","249","249","608","608","608"
"24546688","","","","","","","","","","2496","2496","2496","","",""
"24548032","","","","335","335","335","","","","318","318","318","","",""
"24548800","","","","","","","295","295","295","","","","","",""
"24548864","","","","1312","1312","1312","","","","","","","","",""
"24549120","309","309","309","","","","","","","","","","","",""
"24549376","","","","","","","","","","725","725","725","","",""
"24550080","242","242","242","","","","","","","","","","","",""
"24550208","","","","","","","127","127","127","","","","","",""
"24550400","","","","146","146","146","","","","","","","","",""
"24550464","408","408","408","","","","","","","","","","","",""
"24550848","","","","","","","","","","709","709","709","","",""
"24551936","","","","","","","","","","","","","234","234","234"
"24552192","","","","107","107","107","","","","","","","","",""
"24552512","1497","1497","1497","","","","","","","","","","","",""
"24553216","","","","","","","","","","","","","498","498","498"
"24553280","","","","792","792","792","","","","","","","","",""
"24553408","565","565","565","","","","","","","","","","","",""
"24553600","","","","","","","","","","977","977","977","365","365","365"
"24553856","","","","","","","274","274","274","","","","","",""
"24554240","","","","","","","212","212","212","","","","","",""
"24554432","","","","","","","445","445","445","","","","","",""
"24554624","","","","450","450","450","","","","","","","","",""
"24554816","","","","","","","","","","","","","752","752","752"
"24555136","452","452","452","","","","","","","","","","","",""
"24555200","","","","","","","","","","532","532","532","","",""
"24555520","201","201","201","","","","","","","405","405","405","","",""
"24556032","147","147","147","","","","","","","","","","","",""
"24556224","","","","992","992","992","","","","","","","","",""
"24556352","","","","","","","","","","1463","1463","1463","155","155","155"
"24556672","","","","","","","1050","1050","1050","","","","","",""
"24556992","102","102","102","","","","","","","","","","","",""
"24557120","145","145","145","","","","","","","","","","","",""
"24557184","","","","","","","","","","906","906","906","","",""
"24557376","","","","247","247","247","","","","","","","753","753","753"
"24557760","","","","","","","914","914","914","","","","","",""
"24558400","","","","","","","","","","765","765","765","","",""
"24558464","567","567","567","","","","","","","","","","","",""
"24558528","","","","","","","260","260","260","","","","","",""
"24558720","","","","1071","1071","1071","","","","","","","","",""
"24558912","","","","436","436","436","","","","","","","","",""
"24559104","205","205","205","","","","","","","","","","","",""
"24560000","","","","178","178","178","","","","","","","","",""
"24560064","","","","","","","376","376","376","","","","","",""
"24560128","","","","","","","","","","351","351","351","1307","1307","1307"
"24560320","","","","379","379","379","","","","","","","","",""
"24560768","","","","","","","710","710","710","","","","","",""
"24560960","","","","","","","","","","","","","536","536","536"
"24561408","","","","100","100","100","","","","","","","","",""
"24561856","","","","668","668","668","","","","","","","","",""
"24562432","","","","180","180","180","","","","","","","","",""
"24562624","","","","","","","","","","","","","861","861","861"
"24562816","","","","298","298","298","","","","","","","","",""
"24563200","","","","","","","215","215","215","","","","","",""
"24563456","","","","967","967","967","494","494","494","","","","","",""
"24563584","","","","1099","1099","1099","","","","","","","","",""
"24563968","","","","","","","","","","167","167","167","","",""
"24564352","307","307","307","","","","","","","","","","","",""
"24564416","","","","","","","","","","516","516","516","","",""
"24564480","689","689","689","","","","","","","","","","","",""
"24564864","","","","","","","111","111","111","","","","","",""
"24565888","106","106","106","","","","","","","","","","","",""
"24566016","","","","","","","","","","1038","1038","1038","","",""
"24567040","","","","","","","75","75","75","","","","","",""
"24567232","","","","","","","579","579","579","","","","","",""
"24567360","95","95","95","","","","","","","","","","","",""
"24567424","","","","449","449","449","","","","","","","","",""
"24567616","","","","","","","","","","741","741","741","","",""
"24567680","356","356","356","","","","","","","","","","","",""
"24568128","","","","","","","","","","457","457","457","","",""
"24568896","","","","","","","292","292","292","","","","","",""
"24569536","","","","","","","","","","","","","468","468","468"
"24569792","","","","406","406","406","","","","","","","","",""
"24570560","","","","","","","","","","265","265","265","","",""
"24570624","216","216","216","","","","","","","","","","1054","1054","1054"
"24570688","","","","169","169","169","145","145","145","","","","","",""
"24571072","","","","","","","","","","","","","2105","2105","2105"
"24571328","","","","","","","","","","","","","651","651","651"
"24571648","","","","","","","","","","","","","422","422","422"
"24571968","","","","165","165","165","","","","","","","","",""
"24572096","306","306","306","","","","","","","","","","","",""
"24572224","","","","","","","","","","216","216","216","","",""
"24572352","242","242","242","","","","","","","","","","","",""
"24573120","","","","","","","","","","280","280","280","","",""
"24573888","","","","367","367","367","","","","","","","","",""
"24574080","","","","801","801","801","316","316","316","","","","","",""
"24574272","","","","","","","","","","","","","566","566","566"
"24574464","","","","974","974","974","","","","","","","","",""
"24574528","","","","","","","","","","","","","327","327","327"
"24574592","","","","","","","487","487","487","","","","","",""
"24576384","","","","","","","","","","","","","90","90","90"
"24576832","","","","207","207","207","","","","","","","","",""
"24576960","","","","","","","","","","","","","865","865","865"
"24577792","","","","","","","","","","","","","2670","2670","2670"
"24577856","1202","1202","1202","","","","121","121","121","","","","","",""
"24577984","","","","","","","411","411","411","","","","","",""
"24578304","","","","69","69","69","","","","","","","","",""
"24578560","","","","477","477","477","","","","","","","","",""
"24578944","","","","","","","","","","371","371","371","","",""
"24579264","","","","","","","355","355","355","","","","","",""
"24579776","","","","","","","722","722","722","","","","","",""
"24580096","","","","350","350","350","","","","","","","","",""
"24580224","","","","","","","","","","","","","1450","1450","1450"
"24580800","","","","","","","120","120","120","","","","","",""
"24580864","","","","385","385","385","","","","","","","","",""
"24581568","","","","844","844","844","287","287","287","","","","","",""
"24581696","","","","","","","","","","396","396","396","","",""
"24581760","225","225","225","","","","","","","","","","","",""
"24581888","","","","","","","429","429","429","","","","","",""
"24582016","","","","537","537","537","","","","","","","","",""
"24582080","","","","","","","","","","784","784","784","","",""
"24582144","","","","","","","","","","738","738","738","","",""
"24582208","","","","","","","309","309","309","","","","","",""
"24582976","","","","","","","133","133","133","","","","","",""
"24583040","459","459","459","","","","","","","","","","","",""
"24583488","","","","186","186","186","","","","","","","","",""
"24583552","","","","","","","","","","","","","226","226","226"
"24583872","198","198","198","","","","","","","","","","","",""
"24584192","","","","","","","","","","","","","870","870","870"
"24584320","446","446","446","","","","","","","","","","","",""
"24584448","","","","","","","405","405","405","","","","","",""
"24585024","239","239","239","","","","","","","","","","","",""
"24585664","","","","485","485","485","","","","","","","","",""
"24585920","","","","","","","","","","","","","443","443","443"
"24587008","","","","","","","","","","981","981","981","","",""
"24587072","241","241","241","","","","","","","","","","1146","1146","1146"
"24587136","","","","","","","","","","","","","1342","1342","1342"
"24587584","","","","","","","","","","901","901","901","215","215","215"
"24587648","","","","","","","","","","282","282","282","","",""
"24587904","","","","626","626","626","","","","","","","","",""
"24588224","","","","","","","554","554","554","","","","","",""
"24588480","","","","","","","","","","","","","827","827","827"
"24588928","","","","241","241","241","","","","","","","","",""
"24589312","473","473","473","","","","","","","","","","","",""
"24589504","","","","","","","119","119","119","","","","","",""
"24589888","","","","","","","195","195","195","","","","","",""
"24590080","573","573","573","","","","","","","","","","243","243","243"
"24590784","","","","","","","","","","","","","607","607","607"
"24591104","","","","442","442","442","","","","823","823","823","","",""
"24592512","","","","","","","","","","343","343","343","","",""
"24592832","","","","720","720","720","","","","","","","","",""
"24593024","","","","99","99","99","","","","","","","","",""
"24593728","1373","1373","1373","","","","202","202","202","","","","","",""
"24593856","","","","243","243","243","","","","","","","","",""
"24594112","367","367","367","","","","","","","","","","","",""
"24594560","","","","","","","","","","413","413","413","","",""
"24594752","","","","198","198","198","","","","","","","","",""
"24594816","","","","","","","","","","","","","625","625","625"
"24596416","","","","774","774","774","","","","","","","","",""
"24596608","480","480","480","","","","","","","","","","","",""
"24596672","","","","","","","353","353","353","","","","","",""
"24597312","","","","","","","271","271","271","","","","","",""
"24597824","","","","","","","","","","","","","1981","1981","1981"
"24597888","","","","191","191","191","","","","","","","","",""
"24598016","","","","155","155","155","","","","","","","","",""
"24598592","844","844","844","","","","136","136","136","","","","","",""
"24599168","","","","","","","253","253","253","","","","","",""
"24599360","","","","176","176","176","","","","","","","","",""
"24599936","","","","","","","97","97","97","","","","","",""
"24600320","","","","","","","","","","888","888","888","","",""
"24600384","","","","144","144","144","196","196","196","","","","","",""
"24600448","","","","","","","176","176","176","","","","","",""
"24600640","","","","","","","206","206","206","","","","","",""
"24600832","265","265","265","","","","","","","","","","","",""
"24600896","","","","","","","","","","","","","374","374","374"
"24601024","","","","","","","","","","133","133","133","","",""
"24601216","","","","","","","262","262","262","","","","","",""
"24601792","","","","","","","251","251","251","","","","","",""
"24602240","","","","799","799","799","","","","","","","","",""
"24602496","","","","","","","","","","1615","1615","1615","","",""
"24602688","","","","312","312","312","","","","","","","","",""
"24602752","","","","","","","","","","239","239","239","","",""
"24602880","","","","","","","795","795","795","","","","","",""
"24602944","317","317","317","","","","","","","","","","","",""
"24603072","","","","","","","933","933","933","623","623","623","","",""
"24603264","","","","160","160","160","","","","","","","1683","1683","1683"
"24603712","896","896","896","567","567","567","","","","","","","","",""
"24605376","","","","232","232","232","","","","","","","1146","1146","1146"
"24605568","699","699","699","276","276","276","","","","","","","","",""
"24605824","","","","148","148","148","","","","","","","","",""
"24605952","","","","","","","","","","905","905","905","","",""
"24606272","196","196","196","","","","385","385","385","","","","","",""
"24606336","482","482","482","","","","","","","","","","","",""
"24606912","","","","","","","295","295","295","","","","","",""
"24606976","","","","","","","397","397","397","","","","","",""
"24607168","","","","","","","","","","1198","1198","1198","","",""
"24607680","","","","","","","","","","","","","2120","2120","2120"
"24607744","","","","737","737","737","","","","","","","","",""
"24608320","800","800","800","","","","","","","","","","","",""
"24608384","","","","","","","","","","","","","440","440","440"
"24608448","165","165","165","","","","","","","","","","","",""
"24609152","","","","","","","","","","423","423","423","","",""
"24609408","557","557","557","","","","","","","","","","","",""
"24609920","","","","","","","428","428","428","","","","","",""
